id,entity_id,entity_label,relation_id,relation_label,question,span
7936,Q1070457,Plastic Tree,P175,performer,plastic tree has an album titled what?,"[1, 1, 0, 0, 0, 0, 0]"
7937,Q1372222,Michael J. McCulley,P19,place of birth,what southern california city is the birthplace of michael j. mcculley,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
7938,Q73506,Roddy Doyle,P106,occupation,what does roddy doyle do for a living?,"[0, 0, 1, 1, 0, 0, 0, 0]"
7939,Q4758285,Andrew Plotkin,P287,designed by,what is a game that andrew plotkin has worked on,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
7940,Q7845793,Tropical Fish,P364,original language of film or TV show,in which language was the tropical fish movie spoken,"[0, 0, 0, 0, 0, 1, 1, 0, 0]"
7941,Q953055,This Hour Has 22 Minutes,P170,creator,who was the program creator of the television show this hour has 22 minutes?,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
7942,Q1190617,Sean Murdoch,P413,position played on team / speciality,which football position is sean murdoch charged of ,"[0, 0, 0, 0, 1, 1, 0, 0]"
7943,Q2756554,Flipnote Studio,P123,publisher,who was the published the game flipnote studio?,"[0, 0, 0, 0, 0, 0, 1, 1]"
7944,Q974099,Eros Pisano,P21,sex or gender,what gender is eros pisano,"[0, 0, 0, 1, 1]"
7945,Q134712,Šiauliai,P19,place of birth,who was born in siauliai,"[0, 0, 0, 0, 0]"
7946,Q4957102,Brandon Tyler,P19,place of birth,in what oregon city was brandon tyler born,"[0, 0, 0, 0, 0, 1, 1, 0]"
7947,Q6761052,Maria Bethânia,P136,genre,what genre of music is featured on maria bethânia,"[0, 0, 0, 0, 0, 0, 0, 1, 1]"
7948,Q2539256,A Hazard of Hearts,P495,country of origin,Which country was a hazard of hearts based in?,"[0, 0, 1, 1, 1, 1, 1, 1, 0]"
7949,Q38848,heavy metal,P136,genre,name a musical artist that performs heavy metal music.,"[0, 0, 0, 0, 0, 0, 1, 1, 0]"
7950,Q2850579,Anna Mucha,P27,country of citizenship,which country is anna maria mucha  from,"[0, 0, 0, 1, 0, 1, 0]"
7951,Q16595995,Marie Nyreröd,P21,sex or gender,What is marie nyreröd's gender?,"[0, 0, 1, 1, 0]"
7952,Q5112911,Christopher Moynihan,P19,place of birth,which city was christopher moynihan born,"[0, 0, 0, 1, 1, 0]"
7953,Q8003194,Will Wolford,P19,place of birth,where was will wolford born ,"[0, 0, 1, 1, 0]"
7954,Q213710,Apple Records,P264,record label,who is a musician signed to apple records,"[0, 0, 0, 0, 0, 0, 1, 1]"
7955,Q265610,Zhanna Prokhorenko,P19,place of birth,where was zhanna prokhorenko born,"[0, 0, 1, 1, 0]"
7956,Q6307339,Julian Kytasty,P27,country of citizenship,which country is julian kytasty from ,"[0, 0, 0, 1, 1, 0]"
7957,Q4760379,Andy Ashby,P19,place of birth,where was andy ashby born ,"[0, 0, 1, 1, 0]"
7958,Q402913,Bengali people,P172,ethnic group,Who is a person of the bengali people,"[0, 0, 0, 0, 0, 0, 1, 1]"
7959,Q7432,species,P105,taxon rank,what's a species that lives on the island of java,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
7960,Q4894959,Bert Andrews,P20,place of death,which city did bert andrews pass away in?,"[0, 0, 0, 1, 1, 0, 0, 0]"
7961,Q80379,The Hobbit: An Unexpected Journey,P58,screenwriter,Who is someone that gave significant contributions to the hobbit: an unexpected journey,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1]"
7962,Q6016319,Independent,P136,genre,What is the  genre of the album independent?,"[0, 0, 0, 0, 0, 0, 0, 1]"
7963,Q2304452,Goffstown,P19,place of birth,who is someone that was born in  goffstown,"[0, 0, 0, 0, 0, 0, 0, 1]"
7964,Q272254,São Vicente,P17,country,são vicente is a second level division of what country,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
7965,Q11926950,Isona Passola i Vidal,P27,country of citizenship,isona passola  is of what nationality,"[1, 1, 1, 0, 0, 1]"
7966,Q413622,Aka Adek Mba,P413,position played on team / speciality,Which position does aka adek mba play?,"[0, 0, 0, 1, 1, 1, 0]"
7967,Q6323248,K. C. Singh Baba,P21,sex or gender,what's k. c. singh baba gender,"[0, 1, 1, 1, 1, 0]"
7968,Q1373067,Yegor Podomatsky,P27,country of citizenship,whats the nationality of yegor podomatsky,"[0, 0, 0, 0, 1, 1]"
7969,Q991562,Bruce C. Murray,P106,occupation,what is bruce c. murray's profession ,"[0, 0, 1, 1, 1, 0]"
7970,Q1701353,"John Patton, Jr.",P27,country of citizenship,"john patton, jr.  is of what nationaltiy","[1, 1, 1, 0, 0, 0, 0]"
7971,Q83270,hard rock,P136,genre,what album is hard rock?,"[0, 0, 0, 1, 1]"
7972,Q3119435,Guido Gratton,P19,place of birth,Where was guido gratton birthed?,"[0, 0, 1, 1, 0]"
7973,Q190240,Cyprian,P20,place of death,Where did cyprian die,"[0, 0, 1, 0]"
7974,Q218837,The Supremes,P175,performer,whats the title of one of the supremes's albums,"[0, 1, 0, 0, 0, 0, 1, 1, 0]"
7975,Q2524557,Anatolius of Laodicea,P19,place of birth,what was the birthplace of anatolius of laodicea,"[0, 0, 0, 0, 1, 1, 1, 1]"
7976,Q1048902,pitcher,P413,position played on team / speciality,Who was a pitcher for the boston red sox,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
7977,Q1340851,Kaze wa Fuiteiru,P136,genre,kaze wa fuiteiru is what kind of genre?,"[1, 1, 1, 0, 0, 0, 0, 0]"
7978,Q500337,"Onward, Christian Soldiers",P86,composer,"Who composed onward, christian soldiers","[0, 0, 1, 1, 1]"
7979,Q454464,William Churchill deMille,P57,director,what films have been directed by william c. demille?,"[0, 0, 0, 0, 0, 0, 1, 0, 1]"
7980,Q129283,King Ralph,P58,screenwriter,who wrote the film king ralph,"[0, 0, 0, 0, 1, 1]"
7981,Q2958461,Charles B. Griffith,P27,country of citizenship,is charles b. griffith from the united states or canada,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
7982,Q7820530,Tomás Yepes,P20,place of death,Where did tomás yepes die,"[0, 0, 1, 1, 0]"
7983,Q7298147,Ray Stehr,P21,sex or gender,is ray stehr a male or female ,"[0, 1, 1, 0, 0, 0, 0]"
7984,Q40187,Dogma,P162,producer,Who produced the film dogma (film),"[0, 0, 0, 0, 1, 0]"
7985,Q280658,forward,P413,position played on team / speciality,who plays forward in soccer?,"[0, 0, 1, 0, 0]"
7986,Q193338,Danny Elfman,P86,composer,What film did danny elfman contribute music to?,"[0, 0, 0, 1, 1, 0, 0, 0]"
7987,Q1087132,20482 Dustinshea,P31,instance of,what type of celestial body is 20482 dustinshea,"[0, 0, 0, 0, 0, 0, 1, 1]"
7988,Q200092,horror film,P136,genre,Name a film in the horror genre,"[0, 0, 1, 0, 0, 1, 0]"
7989,Q7292165,Randy Dixon,P413,position played on team / speciality,what position does randy dixon play in american football,"[0, 0, 0, 1, 1, 0, 0, 0, 0]"
7990,Q41604,Amiens,P276,location,What's a conflict that occurred in amiens,"[0, 0, 0, 0, 0, 0, 1]"
7991,Q1392321,Liberty Records,P264,record label,who is an artist signed to liberty records,"[0, 0, 0, 0, 0, 0, 1, 1]"
7992,Q15460933,Jennifer Strauss,P27,country of citizenship,Where is jennifer strauss from?,"[0, 0, 1, 1, 0]"
7993,Q69962,"John Ernest II, Duke of Saxe-Weimar",P140,religion or worldview,"What religion does john ernest ii, duke of saxe-weimar practice","[0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
7994,Q47430,Green Bay,P19,place of birth,What woman was born in green bay?,"[0, 0, 0, 0, 0, 1, 1]"
7995,Q83440,country music,P136,genre,who is a country artist?,"[0, 0, 0, 1, 0]"
7996,Q700897,Hoang Van Thai,P27,country of citizenship,Which country does hoang van thai have nationality in,"[0, 0, 0, 1, 1, 1, 0, 0, 0]"
7997,Q1541282,Grady Martin,P27,country of citizenship,What is thegradymartin's nationality?,"[0, 0, 1, 0]"
7998,Q7647857,Susan G. Cole,P21,sex or gender,what is susan g. cole's gender,"[0, 0, 1, 1, 1, 0]"
7999,Q7787262,Thomas B. Marsh,P27,country of citizenship,what is thomas b. marsh's country of nationality,"[0, 0, 1, 1, 1, 0, 0, 0]"
8000,Q16995604,Hittin' the Road,P175,performer,Who is the singer of the album hittin' the road,"[0, 0, 1, 0, 0, 1, 0, 1, 1, 1]"
8001,Q76364,Hans Zimmer,P86,composer,what movie does hans zimmer contribute music to?,"[0, 0, 0, 1, 1, 0, 0, 0]"
8002,Q242344,Beatrice of England,P40,child,Who is beatrice of england's parent,"[0, 0, 1, 1, 1, 0]"
8003,Q163490,Sidon,P19,place of birth,Who is a former Al Qaeda member born in sidon?,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
8004,Q109823,Hanns Joachim Friedrichs,P20,place of death,where in germany was hanns-joachim friedrichs's place of death?,"[0, 0, 0, 0, 1, 1, 0, 0, 0]"
8005,Q1930554,The Serenes,P264,record label,which record label signed the serenes,"[0, 0, 0, 0, 1, 1]"
8006,Q3531483,George Brann,P413,position played on team / speciality,what position does george brann play ,"[0, 0, 0, 1, 1, 0]"
8007,Q710913,(9868) 1991 VP1,P196,minor planet group,Which asteroid belt is (9868) 1991 vp1 apart of?,"[0, 0, 0, 0, 1, 1, 1, 0, 0]"
8008,Q6111232,Jack Bee Garland,P20,place of death,Which city did jack bee garland die in,"[0, 0, 0, 1, 1, 1, 0, 0]"
8009,Q11324435,Nick Berk,P27,country of citizenship,where is nick berk from,"[0, 0, 1, 1, 0]"
8010,Q215530,Kingdom of Ireland,P19,place of birth,Name someone who was born in kingdom of ireland,"[0, 0, 0, 0, 0, 0, 1, 1, 1]"
8011,Q12060557,Shep Houghton,P27,country of citizenship,what is the nationality of shep houghton ,"[0, 0, 0, 0, 0, 1, 1]"
8012,Q1329633,Los Angeles Sparks,P115,home venue,What is the los angeles sparks home stadium?,"[0, 0, 0, 1, 1, 1, 0, 0]"
8013,Q7776821,The Young and Evil,P364,original language of film or TV show,What language is used in the young and evil,"[0, 0, 0, 0, 0, 1, 1, 1, 1]"
8014,Q1427240,The Knack,P175,performer,what's an album by the knack,"[0, 0, 0, 0, 1, 1]"
8015,Q208850,single-player video game,P404,game mode,what's a single-player game from 2005,"[0, 0, 1, 1, 0, 0]"
8016,Q838149,The Mirror,P495,country of origin,what country is the mirror from,"[0, 0, 0, 1, 1, 0]"
8017,Q1212511,Escape to Witch Mountain,P136,genre,what kind of film is escape to witch mountain?,"[0, 0, 0, 0, 0, 1, 1, 1, 1]"
8018,Q977899,Wagon Master,P57,director,who directed wagon master?,"[0, 0, 1, 1]"
8019,Q1930,Ottawa,P19,place of birth,whats the name of a man who was born in  ottawa,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
8020,Q2556427,Arno Meijs,P21,sex or gender,what is the gneder of arno meijs?,"[0, 0, 0, 0, 0, 1, 1]"
8021,Q1083372,With Honors,P57,director,who directed with honors?,"[0, 0, 1, 1]"
8022,Q6194897,Jim Fairbank,P21,sex or gender,what is jim fairbank's gender?,"[0, 0, 1, 1, 0]"
8023,Q7850144,Tsunamasa Shidei,P19,place of birth,where in japan was tsunamasa shidei born in?,"[0, 0, 0, 0, 1, 1, 0, 0]"
8024,Q7728834,The Dancing Floor,P136,genre,what kind of book is the dancing floor,"[0, 0, 0, 0, 0, 1, 1, 1]"
8025,Q611451,Mamadou Zongo,P19,place of birth,Where was mamadou zongo born,"[0, 0, 1, 1, 0]"
8026,Q7783673,They Came for Good,P495,country of origin,where was they came for good filmed,"[0, 0, 1, 1, 1, 1, 0]"
8027,Q5736088,Herbie Evans,P413,position played on team / speciality,what position does herbie evans play on a football team?,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
8028,Q1464617,Test Drive Le Mans,P136,genre,What game genre is test drive le mans classified as,"[0, 0, 0, 0, 1, 1, 1, 1, 0, 0]"
8029,Q292717,G.NA,P136,genre,What type of pop does g.na perform,"[0, 0, 0, 0, 0, 1, 0]"
8030,Q5084338,Charley Pell,P106,occupation,What is charley pell's profession,"[0, 0, 1, 1, 0]"
8031,Q11046452,Shin'ichi Yamada,P27,country of citizenship,what is shinichi yamada's nationality,"[0, 0, 0, 1, 0]"
8032,Q931909,Robyn Hitchcock,P175,performer,What is an album by robyn hitchcock?,"[0, 0, 0, 0, 0, 1, 1]"
8033,Q3907268,Police Surgeon,P170,creator,who was the program creator of police surgeon,"[0, 0, 0, 0, 0, 0, 1, 1]"
8034,Q3701627,Daniel Hernández,P19,place of birth,what city and state was daniel hernández born ,"[0, 0, 0, 0, 0, 1, 1, 0]"
8035,Q1175569,David Mayer de Rothschild,P53,family,who is david mayer de rothschild's family?,"[0, 0, 1, 1, 1, 1, 0]"
8036,Q191037,Jim Henson,P162,producer,what movie is produce by jim henson,"[0, 0, 0, 0, 0, 1, 1]"
8037,Q6657188,"Live from Austin, TX",P136,genre,"what music genre is live from austin, tx","[0, 0, 0, 0, 1, 1, 1, 1]"
8038,Q5399462,Essence of Life,P57,director,Who was the director of the episode essence of life,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 1]"
8039,Q7926540,Victoria,P105,taxon rank,what rank is the victoria moth,"[0, 0, 0, 0, 1, 0]"
8040,Q6113512,Jack Knott,P20,place of death,What is the place of death of Jack Knott?,"[0, 0, 0, 0, 0, 0, 0, 1, 1]"
8041,Q1066446,Sailor Moon S: The Movie,P364,original language of film or TV show,what language was used in the film sailor moon s the movie,"[0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1]"
8042,Q1616717,Witchville,P495,country of origin,which country was the movie witchville released in,"[0, 0, 0, 0, 0, 1, 0, 0]"
8043,Q5132519,Cliff Aberson,P20,place of death,what city did cliff aberson die in,"[0, 0, 0, 1, 1, 0, 0]"
8044,Q3132212,Oliver Jackson-Cohen,P27,country of citizenship,what is oliver jackson-cohen's nationality?,"[0, 0, 1, 1, 0]"
8045,Q164983,Gallipoli campaign,P607,conflict,What is the name of a person involved in the battle of gallipoli,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
8046,Q925741,9938 Kretlow,P196,minor planet group,What is 9938 kretlow a member of?,"[0, 0, 1, 1, 0, 0, 0]"
8047,Q191489,melodrama,P136,genre,Name a tv melodrama.,"[0, 0, 0, 1]"
8048,Q49085,African Americans,P172,ethnic group,Name a man of african american  ethnic background,"[0, 0, 0, 0, 1, 0, 0, 0]"
8049,Q1414168,Filles de Kilimanjaro,P136,genre,what kind of album is filles de kilimanjaro ,"[0, 0, 0, 0, 0, 1, 1, 1]"
8050,Q2398103,Alapalooza,P175,performer,who made the album alapalooza,"[0, 0, 0, 0, 1]"
8051,Q289108,Margaret Whiting,P264,record label,What label is margaret whiting affiliated with?,"[0, 0, 0, 1, 1, 0, 0]"
8052,Q189366,John Brown,P509,cause of death,what caused the death of john brown,"[0, 0, 0, 0, 0, 1, 1]"
8053,Q652119,Dalmand,P421,located in time zone,what time zone is dalmand in,"[0, 0, 0, 0, 1, 0]"
8054,Q2191352,Suzanne Saerens,P27,country of citizenship,what nationality is suzanne saerens,"[0, 0, 0, 1, 1]"
8055,Q42201,independent music,P136,genre,what is the name of an indie rock band from england,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8056,Q955194,Kidnapped,P57,director,The film kidnapped was directed by who?,"[0, 0, 1, 0, 0, 0, 0]"
8057,Q889369,John N. Irwin,P20,place of death,where did john n. irwin die?,"[0, 0, 1, 1, 1, 0]"
8058,Q1368195,second baseman,P413,position played on team / speciality,Who is a notable second baseman,"[0, 0, 0, 0, 1, 1]"
8059,Q436237,Joshua King,P413,position played on team / speciality,What soccer position does joshua king play?,"[0, 0, 0, 0, 1, 1, 0]"
8060,Q1132978,Coriolanus,P136,genre,what types of movie is coriolanus in netflix,"[0, 0, 0, 0, 0, 1, 0, 0]"
8061,Q12192,pneumonia,P509,cause of death,Who died of pneumonia,"[0, 0, 0, 1]"
8062,Q547054,Nicolas Ouédec,P27,country of citizenship,Where is nicolas ouédec from,"[0, 0, 1, 1, 0]"
8063,Q4758081,Andrew Mumford,P21,sex or gender,What is the gendre of andrew mumford,"[0, 0, 0, 0, 0, 1, 1]"
8064,Q74636,Whiteout,P364,original language of film or TV show,which language was whiteout filmed in,"[0, 0, 0, 1, 0, 0]"
8065,Q63656,Carl Mayer von Rothschild,P20,place of death,which city did carl mayer von rothschild die,"[0, 0, 0, 1, 1, 1, 1, 0]"
8066,Q440100,Jonathan Lethem,P737,influenced by,who was jonathan lethem influenced by?,"[0, 0, 1, 1, 0, 0]"
8067,Q1886990,Malcolm Bilson,P27,country of citizenship,what type of nationality is malcolm bilson,"[0, 0, 0, 0, 0, 1, 1]"
8068,Q355130,Richard Petty,P40,child,who are richard petty's parents,"[0, 0, 1, 1, 0]"
8069,Q25562,Locked Out of Heaven,P175,performer,who is the artist of locked out of heaven,"[0, 0, 0, 0, 1, 1, 1, 1, 1]"
8070,Q1276720,Henry Mackenzie,P19,place of birth,Where was henry mackenzie born?,"[0, 0, 1, 1, 0]"
8071,Q3013527,Dangerous Seductress,P136,genre,what is the genre of dangerous seductress,"[0, 0, 0, 0, 0, 1, 1]"
8072,Q15639636,Chatur Singh Two Star,P495,country of origin,which country produces chatur singh two star,"[0, 0, 0, 1, 1, 1, 1]"
8073,Q485420,Copiah County,P17,country,what country is copiah county located in,"[0, 0, 0, 1, 1, 0, 0]"
8074,Q5003521,Buzz Capra,P21,sex or gender,name buzz capra  gender,"[0, 1, 1, 0]"
8075,Q34404,New Orleans,P19,place of birth,what louisiana city was  new orleans born in,"[0, 0, 0, 0, 1, 1, 0, 0]"
8076,Q1411,Claudius,P119,place of burial,where was claudius buried?,"[0, 0, 1, 0]"
8077,Q130232,drama film,P136,genre,what are the names of dramas on netflix,"[0, 0, 0, 0, 0, 1, 0, 0]"
8078,Q6944928,My American Cousin,P495,country of origin,in what country was my american cousin filmed,"[0, 0, 0, 0, 1, 1, 1, 0]"
8079,Q280658,forward,P413,position played on team / speciality,Who plays forward for the IPL football club?,"[0, 0, 1, 0, 0, 0, 0, 0]"
8080,Q882,Charlie Chaplin,P40,child,who is a child of  charlie chaplin,"[0, 0, 0, 0, 0, 1, 1]"
8081,Q698281,Italian War of 1521–1526,P710,participant,what was one of the sides in the italian war of 1521–26,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0]"
8082,Q82955,politician,P106,occupation,Who is a politician?,"[0, 0, 0, 1]"
8083,Q740756,Stratford,P19,place of birth,Name a person born in Stratford. ,"[0, 0, 0, 0, 0, 1]"
8084,Q3410840,Hitokiri,P136,genre,what movie classification is hitokiri,"[0, 0, 0, 0, 1]"
8085,Q1063544,Charles Allan Gilbert,P20,place of death,Where did charles allan gilbert pass away?,"[0, 0, 1, 1, 1, 0, 0]"
8086,Q296872,Barry Gibb,P676,lyrics by,name a song which barry gibb wrote,"[0, 0, 0, 0, 1, 1, 0]"
8087,Q121375,Fritz Odemar,P20,place of death,which city did fritz odemar die,"[0, 0, 0, 1, 1, 0]"
8088,Q320873,August Starek,P413,position played on team / speciality,what is august starek's professional position,"[0, 0, 1, 1, 0, 0]"
8089,Q381831,James Whale,P57,director,which movie is directed by james whale,"[0, 0, 0, 0, 0, 1, 1]"
8090,Q53018,Marco Ferreri,P509,cause of death,What killed marco ferreri,"[0, 0, 1, 1]"
8091,Q481264,Bluebeard,P58,screenwriter,who wrote bluebeard,"[0, 0, 1]"
8092,Q1475898,Philip DeGuere,P19,place of birth,what is philip deguere's place of birth,"[0, 0, 1, 1, 0, 0, 0]"
8093,Q1458903,Tintenherz,P179,part of the series,what series is a part of inkheart?,"[0, 0, 0, 0, 0, 0, 0]"
8094,Q2282010,Sidney Wagner,P20,place of death,which country did sidney wagner die,"[0, 0, 0, 1, 1, 0]"
8095,Q284227,Lisa Hannigan,P264,record label,What label is lisa hannigan signed to,"[0, 0, 0, 1, 1, 0, 0]"
8096,Q842256,musical film,P136,genre,Name a musical series,"[0, 0, 1, 0]"
8097,Q16533,judge,P106,occupation,Name a judge.,"[0, 0, 1]"
8098,Q6264285,John William Welbourn,P27,country of citizenship,what nation does john william welbourn belong to?,"[0, 0, 0, 1, 1, 1, 0, 0]"
8099,Q10307749,Johan Nunez,P1303,instrument,Which instrument is played by johan nunez,"[0, 0, 0, 0, 0, 1, 1]"
8100,Q4965639,Brian Williams,P413,position played on team / speciality,which football position is brian williams charged of ,"[0, 0, 0, 0, 1, 1, 0, 0]"
8101,Q13416666,Ruff Endz,P136,genre,what genre does ruff endz perform ,"[0, 0, 0, 1, 1, 0]"
8102,Q3532385,Operation Dingson,P276,location,where did operation dingson happen?,"[0, 0, 1, 1, 0]"
8103,Q6514910,Lee Sang-ho,P413,position played on team / speciality,what position does lee sang-ho play?,"[0, 0, 0, 1, 1, 0]"
8104,Q6173576,Jeff Clark,P21,sex or gender,What is jeff clark's gender,"[0, 0, 1, 1, 0]"
8105,Q4960836,Brendan Clarke,P27,country of citizenship,What is the nationality of brendan clarke,"[0, 0, 0, 0, 0, 1, 1]"
8106,Q170317,Ferran Adrià,P21,sex or gender,how would ferran adrià be classified regarding gender,"[0, 0, 1, 1, 0, 0, 0, 0]"
8107,Q167253,Portland Trail Blazers,P641,sport,what type of sport does portland trail blazers play?,"[0, 0, 0, 0, 0, 1, 1, 1, 0]"
8108,Q1748240,Jonay Hernández,P19,place of birth,Where was jonay hernández born,"[0, 0, 1, 1, 0]"
8109,Q834021,RoboCop 2,P136,genre,what type of film is robocop 2?,"[0, 0, 0, 0, 0, 1, 1]"
8110,Q5953940,Mahbubeh Bayat,P27,country of citizenship,what is mahbubeh bayat's country of nationality?,"[0, 0, 1, 1, 0, 0, 0]"
8111,Q1137310,Death Proof,P162,producer,Who produced the film death proof?,"[0, 0, 0, 0, 1, 1]"
8112,Q752089,Pierre Roques,P607,conflict,what war did pierre auguste roques participate in ,"[0, 0, 0, 1, 0, 1, 0, 0]"
8113,Q1048604,Pilot,P156,followed by,what was the episode following the pilot in the tv series Desperate Housewives,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
8114,Q4056631,Ivan Agapov,P27,country of citizenship,Where is ivan agapov from?,"[0, 0, 1, 1, 0]"
8115,Q642516,American Me,P136,genre,what kind of movie is american me,"[0, 0, 0, 0, 0, 1, 1]"
8116,Q10360581,Henrik Bull,P21,sex or gender,What is henrik bull's gender?,"[0, 0, 1, 1, 0]"
8117,Q1473868,Fulvio Conti,P19,place of birth,Where was fulvio conti born,"[0, 0, 1, 1, 0]"
8118,Q1317828,Road Rash,P123,publisher,who is the videogame publisher of road rash,"[0, 0, 0, 0, 0, 0, 1, 1]"
8119,Q517414,Taylor Ware,P136,genre,what kind of music does taylor ware make ,"[0, 0, 0, 0, 0, 1, 1, 0]"
8120,Q259507,bell hooks,P737,influenced by,Who did bell hooks influence,"[0, 0, 1, 1, 0]"
8121,Q25186,Gus Van Sant,P21,sex or gender,What is gus van sant's gender?,"[0, 0, 1, 1, 1, 0]"
8122,Q4544030,(58688) 1998 BJ4,P31,instance of,Which type of celestial object is (58688) 1998 bj4,"[0, 0, 0, 0, 0, 0, 1, 1, 1]"
8123,Q11523017,Kunihiko Murai,P27,country of citizenship,what is  kunihiko murai nationality,"[0, 0, 1, 1, 0]"
8124,Q1058046,Wives and Lovers,P495,country of origin,what country is in wives and lovers,"[0, 0, 0, 0, 1, 1, 1]"
8125,Q6212840,Joe Wagner,P20,place of death,where did joe wagner pass ,"[0, 0, 1, 1, 0]"
8126,Q1133170,Robert William Wilcox,P20,place of death,Where was robert william wilcox's place of death?,"[0, 0, 1, 1, 1, 0, 0, 0]"
8127,Q3990725,Thomas Trabacchi,P27,country of citizenship,which country is thomas trabacchi from ,"[0, 0, 0, 1, 1, 0]"
8128,Q208850,single-player video game,P404,game mode,what is a stealth action video game with single-player,"[0, 0, 0, 0, 0, 1, 1, 0, 1]"
8129,Q130232,drama film,P136,genre,what are drama films?,"[0, 0, 1, 1]"
8130,Q12124687,Hand in Hand,P364,original language of film or TV show,what language is spoke in hand in hand,"[0, 0, 0, 0, 1, 1, 1, 1]"
8131,Q205943,Motacillidae,P171,parent taxon,whats the lower classification of motacillidae,"[0, 0, 0, 0, 0, 1]"
8132,Q1368195,second baseman,P413,position played on team / speciality,Who is a second baseman,"[0, 0, 0, 1, 1]"
8133,Q193592,midfielder,P413,position played on team / speciality,This French football player played the position of midfielder.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
8134,Q746840,Thranduil,P21,sex or gender,what is the gender of the fictional character thranduil,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
8135,Q3346206,Nuits intimes,P136,genre,Which genre of music is nuits intimes,"[0, 0, 0, 0, 0, 1, 1]"
8136,Q200131,Antônio Carlos Jobim,P40,child,what's antônio carlos jobim's daughter's name,"[0, 1, 1, 1, 0, 0]"
8137,Q6664417,Pongsak Pongsuwan,P27,country of citizenship,which country is pongsak pongsuwan from,"[0, 0, 0, 1, 1, 0]"
8138,Q8022059,Willis H. Flygare,P509,cause of death,How did willis h. flygare die,"[0, 0, 1, 1, 1, 0]"
8139,Q3141046,Les dieux ont soif,P136,genre,what kind of book is the gods are athirst,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
8140,Q2891778,BattleTanx,P178,developer,which company developed battletanx,"[0, 0, 0, 1]"
8141,Q4964065,Brian Hitchen,P106,occupation,What is brian hitchen's profession?,"[0, 0, 1, 1, 0]"
8142,Q93204,documentary film,P136,genre,what is a 1988 documentary film directed by Alexander Sokurov,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
8143,Q23916,adventure game,P136,genre,which game is produced by adventure,"[0, 1, 0, 0, 0, 1]"
8144,Q379873,Who Framed Roger Rabbit,P272,production company,who was the production company of who framed roger rabbit,"[1, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
8145,Q4721972,Alfons Zitterbacke,P495,country of origin,which country released alfons zitterbacke,"[0, 0, 0, 1, 1]"
8146,Q439470,Judi Brown,P27,country of citizenship,where is judi brown originally from,"[0, 0, 1, 1, 0, 0]"
8147,Q6895044,multiplayer video game,P404,game mode,what is the name of a multiplayer game,"[0, 0, 0, 0, 0, 0, 1, 1]"
8148,Q1122703,The Scapegoat,P136,genre,What kind of film is the scapegoat,"[0, 0, 0, 0, 0, 1, 1]"
8149,Q462471,power forward,P413,position played on team / speciality,Who played the power forward for the LA Lakers?,"[0, 0, 0, 1, 1, 0, 0, 0, 0]"
8150,Q2839796,Billy Greer,P19,place of birth,where was billy greer given birth,"[0, 0, 1, 1, 0, 0]"
8151,Q1762306,Robert N. Lee,P509,cause of death,how did robert n. lee die?,"[0, 0, 1, 1, 1, 0]"
8152,Q1319495,Julian Richings,P27,country of citizenship,Which country is julian richings from,"[0, 0, 0, 1, 1, 0]"
8153,Q5129374,Claudio Guzmán,P20,place of death,Where was the place claudio guzmán deceased?,"[0, 0, 0, 0, 1, 1, 0]"
8154,Q2533035,Hurricane,P407,language of work or name,what is the language of the composition hurricane?,"[0, 0, 0, 0, 0, 0, 0, 1]"
8155,Q1086629,Christopher Del Sesto,P27,country of citizenship,what is christopher del sesto's nationality,"[0, 0, 1, 1, 1, 0]"
8156,Q6383061,Keep On Walkin',P136,genre,What kind of music is the album keep on walkin?,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
8157,Q15997552,John V. Sheridan,P27,country of citizenship,where is john v. sheridan from,"[0, 0, 1, 1, 1, 0]"
8158,Q3282885,Zombie Nation,P404,game mode,What gameplay options are available for the game zombie nation,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
